talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
1130,49,4,Protective Shield,0,Activate to shield an allied Hero for 15% of their max Health for 5 seconds.
1131,49,4,Healing Ward,0,Activate to place a ward on the ground that heals allies in an area for 1.95% of their max Health every second for 10 seconds.
1132,49,4,Searing Arrows,0,Activate to increase Basic Attack damage by 50% for 5 seconds. Each attack costs 10 Mana.
1133,49,7,Quickening Blessing,0,"If cast on an ally, Light of Elune also increases their Movement Speed by 25% for 3 seconds."
1134,49,7,Lunar Blaze,0,Increases the range of Lunar Flare by 40%.
1135,49,7,Lunar Momentum,0,Basic Attacks reduce your Basic Ability cooldowns by 0.75 seconds.
1136,49,7,Calldown: MULE,0,"Activate to calldown a Mule that repairs Structures, one at a time, near target point for 40 seconds, healing for 100 Health every 1 second. Grants 1 ammo every 3 seconds."
1137,49,10,Shadowstalk,0,"Stealth all allied Heroes and heal them for 256 over 8 seconds. At the conclusion of Shadowstalk, they receive a burst of 100 healing."
1138,49,10,Starfall,0,Deal 91 damage per second and slow enemies by 20% in an area. Lasts 8 seconds.
1139,49,13,Overflowing Light,0,"When you are above 50% Health, Light of Elune\'s allied heal is increased by 30%."
1140,49,13,Huntress\' Fury,0,Gain 40% additional Attack Speed for 5 seconds when using Hunter\'s Mark.
1141,49,13,Sprint,0,Activate to gain 75% Movement Speed for 3 seconds.
1142,49,13,Shrink Ray,0,Activate to reduce an enemy Hero\'s damage by 50% and Movement Speed by 50% for 4 seconds.
1143,49,16,Trueshot Aura,0,You passively grant 15% Basic Attack damage to nearby allied Heroes.
1144,49,16,Mark of Mending,0,Basic Attacks against Marked targets heal for 2.5% maximum Health.
1145,49,16,Ranger,0,"Increases width of Sentinel by 100%. Increases damage dealt based on distance traveled, up to a maximum of +200% damage."
1146,49,16,Shooting Star,0,Lunar Flare does 50% more damage. Hitting an enemy Hero will also refund the mana cost.
1147,49,20,Hunter\'s Swiftness,0,"When using Shadowstalk, you and allied Heroes gain 30% Movement Speed for 8 seconds."
1148,49,20,Celestial Wrath,0,Starfall can be cast globally. Damage is increased by 30%.
1149,49,20,Nexus Frenzy,0,Increases Attack Speed by 20% and Attack Range by 20%.
1150,49,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
1151,49,20,Rewind,0,Activate to reset the cooldowns of your Basic Abilities.
1152,50,1,Conjurer\'s Pursuit,0,"Quest: Gathering Regeneration Globes increases your Mana Regeneration by 0.1 per second, up to 2.54 per second. Reward: After gathering 25 Globes, also increase your maximum Mana by 100."
1153,50,1,Hammer of the Lightbringer,0,Basic Attacks also restore 8 Mana.
1154,50,1,Fist of Justice,0,Basic Attacks reduce cooldown of Hammer of Justice by 1 second.
1155,50,1,Wave of Light,0,"Each Hero healed by Holy Radiance returns 10 Mana and reduces the cooldown by 1 second, up to a maximum of 50 Mana and 5 seconds."
1156,50,4,Boundless Conviction,0,Increases the width and length of Holy Radiance by 40%.
1157,50,4,Beacon of Light,0,You heal yourself for 30% of all healing done to allied Heroes.
1158,50,4,Protective Shield,0,Activate to shield an allied Hero for 15% of their max Health for 5 seconds.
1159,50,7,Burden of Guilt,0,"After Hammer of Justice\'s stun fades, the enemy\'s Movement Speed is slowed by 30% for 2 seconds."
1160,50,7,Holy Fire,0,Deal 40 (19 + 4% per level) damage per second to nearby enemies. Basic Attacks against enemy Heroes increase this damage by 20% for 3 seconds. This can stack up to 3 times.
1161,50,7,Cleanse,0,Activate to make target ally Unstoppable for 1 second. Cannot be cast on yourself.
1162,50,10,Divine Shield,0,Make an allied Hero Invulnerable and increase their Movement Speed by 20% for 3 seconds.
1163,50,10,Divine Storm,0,Deal 187 damage and stun nearby enemies for 1.75 seconds.
1164,50,13,Blessed Champion,0,"After usding Holy Light, your Basic Attacks heal you and nearby allied Heroes for 20% of the healed amount. Last 5 seconds."
1165,50,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
1166,50,13,Holy Shock,0,"Holy Light can be used on an enemy to do 49.88% of its healing amount as damage and with 6 seconds less cooldown. When used this way, your next Holy Light heals for 50% more."
1167,50,13,Shrink Ray,0,Activate to reduce an enemy Hero\'s damage by 50% and Movement Speed by 50% for 4 seconds.
1168,50,16,Gathering Radiance,0,"Each Hero that Holy Radiance passes through increases the healing and damage of your next Holy Radiance by 8%, to a maximum of 80% increase."
1169,50,16,Hardened Focus,0,"While above 80% life, your Basic Ability cooldowns regenerate 50% faster."
1170,50,16,Righteous Defense,0,Healing a Hero with Holy Light reduces all damage they take by 50% for 2 seconds.
1171,50,16,Benediction,0,Activate to reduce the Mana cost of your next Basic Ability by 50 and its cooldown by 10 seconds.
1172,50,20,Bulwark of Light,0,Divine Shield lasts 2 seconds longer and its cooldown is reduced by 20 seconds.
1173,50,20,Divine Hurricane,0,Divine Storm\'s radius is increased by 50% and its cooldown is reduced by 20 seconds.
1174,50,20,Redemption,0,"After Eternal Devotion ends, return to 50% of your maximum Health at your spirit\'s location. This effect has a 180 second cooldown."
1175,50,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
1176,51,1,Monster Hunter,0,"Reduces the Mana cost of Hungering Arrow by 40 and increases the damage it deals to Minions, Mercenaries, and Monsters by 150%."
1177,51,1,Caltrops,0,Drop 3 Caltrops while Vaulting. Caltrops do 99 (47 + 4% per level) damage and slow enemies by 20% for 1 second.
1178,51,1,Hot Pursuit,0,"When at 10 stacks of Hatred, the Movement Speed bonus increases to 20% total and you gain 4 Mana per second."
1179,51,4,Puncturing Arrow,0,"Quest:ÿHitting an enemy Hero with the initial impact of Hungering Arrow increases its damage by 5, up to a maximum of 100. Reward:ÿAfter gaining 100 bonus damage, gain an additional 75 bonus damage and Hungering Arrow also bounces 1 additional time."
1180,51,4,Punishment,0,Each stack of Hatred increases the damage of Multishot by 4%.
1181,51,4,Creed of the Hunter,0,Increases Attack Speed by 10%.
1182,51,7,Arsenal,0,"Multishot also fires 3 grenades, which deal 263 (125 + 4% per level) damage. Each enemy Hero hit by a grenade reduces the cooldown of Multishot by 2 seconds."
1183,51,7,Death Dealer,0,"Increases Vault Basic Attack damage bonus from 6% to 14% per stack of Hatred. If this attack kills its victim, the Mana cost and cooldown of Vault are refunded."
1184,51,7,Repeating Arrow,0,The cooldown for Hungering Arrow is reset when Vault is used.
1185,51,10,Strafe,0,"Rapidly attack nearby visible enemies for 132 (63 + 4% per level) damage per hit, prioritizing heroes over minions. Valla is able to move and use Vault while strafing. Lasts for 4 seconds."
1186,51,10,Rain of Vengeance,0,Launch a wave of Shadow Beasts that deals 493 (234 + 4% per level) damage and stuns enemies in the target area for 0.5 seconds. Stores 2 charges.
1187,51,13,Siphoning Arrow,0,You heal for 75% of the damage dealt to Heroes by Hungering Arrow.
1188,51,13,Tempered by Discipline,0,"While at 10 stacks of Hatred, your Basic Attacks heal you for 25% of the damage dealt."
1189,51,13,Gloom,5,"Activate to consume all Hatred, gaining 3 Spell Armor per Hatred consumed for 5 seconds. Passive:ÿPermenantly gain 20 Spell Armor, reducing Ability Damage taken by 20%."
1190,51,16,Frost Shot,0,Increases the range of Multishot by 20% and it also slows by 25% for 1.5 seconds.
1191,51,16,Seething Hatred,0,Basic Attacks now grant 2 stacks of Hatred and the time it takes before Hatred expires is increased by 2 seconds.
1192,51,16,Manticore,0,Every 3rd Basic Attack against the same target deals an additional 5% of their maximum Health as damage.
1193,51,20,Vengeance,0,Strafe also fires penetrating bolts in a line for 75 (36 + 4% per level) damage every 0.25 seconds. 25% of the damage you deal with Strafe is returned as Health.
1194,51,20,Storm of Vengeance,0,Basic Attacks reduce the charge cooldown of Rain of Vengeance by 5 seconds.
1195,51,20,Rancor,0,"Each stack of Hatred also increases Attack Speed by 2%. While at 10 stacks of Hatred, gain an additional 30% Attack Speed."
1196,51,20,Farflight Quiver,0,Increases your Basic Attack range by 40%.
1197,52,1,Backlash,0,"When Bone Armor expires, nearby enemy Heroes take damage equal to 15% of their maximum Health."
1198,52,1,Shackler,0,"While Bone Armor is active, you slow nearby enemies by 35% for 1 Second."
1199,52,1,Shade,0,"While Bone Armor is active, you evade all Basic Attacks, but increases the cooldown of Bone Armor by 20 seconds."
1200,52,4,Death\'s Reach,0,Increases Spectral Scythe range by 20%.
1201,52,4,Jailors,0,Bone Prison spawns 2 Skeletal Warriors that fixate on the emeny for 15 seconds. These do not count towards your Raise Skeleton maximum.
1202,52,4,Trag\'Oul\'s Essence,0,Gain 8 Mana when you raise a Skeletal Warrior.
1203,52,7,Harvest Vitality,0,Cursed Strikes heals you for 145 (69 + 4% per level) for each Hero hit.
1204,52,7,Weaken,0,Increases Cursed Strikes Attack Speed slow from 50% to 75%.
1205,52,7,Rathma\'s Blessing,0,Raising a Skeletal Warrior heals you for 55 (55 + 4% per level).
1206,52,10,Poison Nova,0,"After a short delay, release poisonous missiles that deal 1249 (593 + 4% per level) damage to all enemies hit over 10 seconds."
1207,52,10,Skeletal Mages,0,Summon 4 Frost Mages in a line that attack nearby enemies for 103 (49 + 4% per level) damage a second and slow them by 30% for 2 seconds. Last up to 15 seconds.
1208,52,13,Decrepify,0,Spectral Scythe slows enemies by 40% for 3 seconds.
1209,52,13,Giant\'s Curse,0,Cursed Stike deals an additional 2% of maximum Health as damage to Heroes.
1210,52,13,Corpse Explosion,0,When Skeletal Warriors die they explode for 116 (55 + 4% per level) damage in a small area. Deals 100% increased damage to non-Heroic enemies.
1211,52,16,Executioner,0,"Basic Attacks deal 40% more damage against slowed, rooted, or stunned targets."
1212,52,16,Flowing Wounds,0,Reduces Spectral Scythe\'s cooldown by 5 seconds if you hit an enemy Hero.
1213,52,16,Amplify Damage,0,"Enemies rooted by Bone Prision become Vunerable for 1.75 seconds, taking 25% increased damage."
1214,52,16,Skeleton Mastery,0,Increases the maximum Skeletal Warriors you can have to 6 and increases their damage by 50%.
1215,52,20,Call of the Grave,0,Poison Nova deals an additional 1% of the target\'s maximum life as damage every second.
1216,52,20,Raised Mage,0,"When a nearby enemy Hero dies, a Frost Mage appears from their corpse to fight for you. Also increases thge slow of Frost Mages from 30% to 50%."
1217,52,20,Mortal Wound,0,Enemies hit by Spectral Scythe receive 75% less healing for 4 seconds.
1218,52,20,Bone Spear,10,Deal 510 (230 + 4% per level) damage to enemies in a line.
1219,53,1,Volatile Acid,0,"Banelings can travel 50% further before exploding and their damage to Minions, Mercenaries, and Structures is increased by 50%."
1220,53,1,Corpse Feeders,0,Reduces the cooldown of Infested Drop by 3 seconds and Roachlings take 40% less damage from non-Heroic sources.
1221,53,1,Infest,1,"Nearby Ranged Minions deal an additional 200% damage, plus an additional 1% per 1000 Siege damage Zagara has dealt. Can be toggled on or off."
1222,53,4,Envenomed Spines,30,Activate to have Zagara\'s next Basic Attack apply 504 (240 + 4% per level) damage over 5 seconds.
1223,53,4,Medusa Blades,0,Basic Attacks deal 33% damage to three nearby targets.
1224,53,4,Serrated Spines,0,Quest: Each Basic Attack against a Hero increases Zagara\'s Attack Damage by 0.3.
1225,53,7,Baneling Massacre,0,Zagara gains 2 additional charges of Banelings.
1226,53,7,Viscous Acid,0,Banelings slow enemies by 20% for 1.5 seconds.
1227,53,7,Bile Drop,0,"Quest: Increases the impact damage of Infested Drop by 50%. Each Hero hit by the impact damage of Infested Drop increases the bonus damage by another 10%. Reward: Upon reaching 10% bonus damage, increases the impact radius of Infested Drop by 20%."
1228,53,10,Devouring Maw,0,Summon a Devouring Maw that devours enemies for 4 seconds. Devoured enemies cannot fight and take 176 (84 + 3% per level) damage per second.Usable on Unstoppable enemies.
1229,53,10,Nydus Network,0,"Passive: Creep spreads 25% farther. Passive: While on Creep, each Basic Attack educes all of Zagara\'s cooldowns by 1 second. Summon a Nydus Worm on Creep anywhere that Zagara has vision of. Zagara can enter a Nydus Worm and travel to any other Nydus Worm by right-cliking near it. While insde a Nydus Worm, Zagara regenerates 9.75% Health and Mana per second."
1230,53,13,Hydralisk Transfusion,0,Zagara is healed for 75% of the damage dealt by Hunter Killers\' Basic Attacks.
1231,53,13,Protective Coating,0,"While on Creep, Zagara takes 20% less damage."
1232,53,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
1233,53,16,Brood Expansion,0,Reduces the cooldown of Hunter Killer by 6 seconds.
1234,53,16,Corrosive Saliva,0,"When used against Heroes, Hunter Killers deal additional damage equal to 2% of their maximum Health."
1235,53,16,Mutalisk,0,Your Hunter Killer now spawns a Mutalisk. Mutalisks have a bounce attack and do not have a timed life.
1236,53,20,Tyrant Maw,0,Devouring Maw deals 50% more damage and when you get a Takedown reduce its cooldown by 25 seconds.
1237,53,20,Endless Creep,0,"The cast range for Creep Tumor is increased by 2000%. Creep Tumors now last 600 seconds. While on Creep, Zagara gains an additional 20% Movement Speed."
1238,53,20,Fury of the Storm,0,"Every 5 seconds, your next basic attack will deal an additional 91 damage to the target, and 228 damage to all nearby Minions and Mercenaries."
1239,54,1,Greater Cleave,0,Increases the radius of Cleave by 33%.
1240,54,1,Vorpal Blade,15,Activate to teleport to the last non-structure target you attacked within 3 seconds.
1241,54,1,Shadow Hunter,0,"Quest:ÿGather Regeneration Globes to lower the Mana cost of Blink by 2 . Reward:ÿUpon gathering 20 Regeneration Globes, Basic Attacks reduce the cooldown of Blink by 1 second."
1242,54,4,Grim Task,0,Quest:ÿHero Takedowns increase Ability Power by 5% up to 50% . This bonus Ability Power is lost on death. Reward:ÿNone
1243,54,4,Rending Cleave,0,Cleave deals an additional 40% damage over 3 seconds.
1244,54,4,Combo Slash,0,"After using an Ability, Zeratul\'s next Basic Attack within 6 seconds deals 40% additional damage."
1245,54,7,Wormhole,0,"For 2 seconds, you can activate Blink again to return to the point where it was cast from."
1246,54,7,Slip into Shadow,0,"Blink gains an additional charge, but its cooldown is increased by 8 seconds."
1247,54,7,Seeker in the Dark,0,"Singularity Spike takes 50% longer to explode. It can be reactivated to teleport to the target, granting 30% increased Move Speed for 3 seconds."
1248,54,10,Shadow Assault,0,Your Basic Attacks cause you to charge at enemies and have 20% increased Attack Speed. Lasts for 6 seconds.
1249,54,10,Void Prison,0,"Slows time in an area to a near standstill, making allies and enemies invulnerable and unable to act for 5 seconds. You are not affected."
1250,54,13,Shroud of Adun,0,Zeratul gains a shield equal to 15% of his Maximum Health over 5 seconds while under Permanent Cloak.
1251,54,13,Spell Shield,0,"Every 30 seconds, gain 50 Spell Armor against the next Ability and subsequent Abilities for 1.5 seconds, reducing the damage taken by 50%. Can be toggled to allow or prevent this talent from triggering."
1252,54,13,Mending Strikes,0,Basic Attacks heal for 35% of the damage dealt.
1253,54,16,Master Warp-Blade,0,Every third consecutive Basic Attack against the same target deals 125% bonus damage.
1254,54,16,Void Slash,0,"If Cleave hits more than one enemy Hero, it deals 50% increased damage and its cooldown is reduced by 3 seconds."
1255,54,16,Sentenced to Death,0,Deal 50% increased damage to enemies while they have a Singularity Spike attached to them.
1256,54,20,Nerazim Fury,0,"Shadow Assault grants 30% Life Steal, and the duration is increased by 50%."
1257,54,20,Protective Prison,0,"Allies are no longer affected by Void Prison, and enemies are slowed by 50% for 3 seconds once Void Prison ends."
1258,54,20,Nexus Blades,0,Basic Attacks deal 20% more damage and slow enemy Movement Speed by 20% for 1 second.
1259,54,20,Rewind,60,Activate to reset the cooldowns of your Basic Abilities.
1260,55,1,Without Effort,0,Telekinesis no longer costs Mana.
1261,55,1,Applied Force,0,Reduces the damage bonus of Sadism by 10% but Telekinesis pushes 20% further.
1262,55,1,Power Conduit,0,Reduces the Mana cost of Lightning Surge by 10.
1263,55,4,Double Cross,0,Increases the range of Discord Strike by 25% and also hits in a line perpendicular to the forward strike.
1264,55,4,Reckless Strike,0,"Reduces the delay of Discord Strike by 0.25 seconds but if it hits an enemy you become Vulnerable, causing Alarak to take 25% more damage for 2 seconds."
1265,55,4,Cycle of Discord,0,"Reduces the cooldown of Discord Strike by 2 seconds. If a Discord Strike hits no enemies, the mana cost is refunded and cooldown reduced by 3 seconds."
1266,55,4,Extended Lightning,0,Increases Lightning Surge range by 20%.
1267,55,7,Chaos Reigns,0,"Quest:ÿEach time Discord Strike hits a Hero its damage increases by 3 up to 45. Reward:ÿAfter hitting 15 Heroes, increase its damage by an additional 45."
1268,55,7,Endless Energy,0,"Quest:ÿHeroes hit between you and the victim permanently decreases the cooldown of Lightning Surge by 0.2 seconds, up to 2 seconds. Reward:ÿNone"
1269,55,7,Thunderstruck,0,"Reduces the damage bonus of Sadism by 10%, but Lightning Surge slows enemies hit between you and the victim by 70% for 2 seconds."
1270,55,10,Deadly Charge,60,"After channeling, Alarak charges forward dealing 439 (208 + 4% per level) damage to all enemies in the path. Distance is increased based on the amount of time channeled, up to 1.625 seconds.Issuing a Move order while this is channeling will cancel it at no cost. Taking damage will interrupt the channeling."
1271,55,10,Counter-Strike,30,"Alarak becomes Protected and channels for 1 second. If an enemy Hero attacked Alarak during that time, Alarak sends a shockwave forward that deals 548 (260 + 4% per level) damage."
1272,55,13,Dissonance,0,Reduces the damage bonus of Sadism by 10% but increases Discord Strike\'s silence duration by 0.75 seconds.
1273,55,13,Psychokinesis,0,Increases the damage of Telekinesis by 100%.
1274,55,13,Hindered Motion,0,Reduces the damage bonus of Sadism by 10% but Telekinesis slows enemies by 40% for 2 seconds.
1275,55,13,Pure Malice,0,"When a nearby Ally Hero dies, your Sadism bonus is increased by 8%, stacking up to 40%. This bonus Sadism cannot be consumed by Hasty Bargain and is lost on death."
1276,55,16,Quick Mind,0,Reduces the damage bonus of Sadism by 10% and the cooldown of Telekinesis by 6 seconds.
1277,55,16,Projected Force,0,Reduces the damage bonus of Sadism by 10% but increases the range of Telekinesis by 25%.
1278,55,16,Sustaining Power,0,Increases the healing you receive from dealing damage to Heroes with Lightning Surge by 30%.
1279,55,16,Negatively Charged,0,"Increases damage dealt to enemies hit by the center beam of Lightning Surge by 100%, but does not generate any additional healing."
1280,55,20,Deadly Charge,60,"After channeling, Alarak charges forward dealing 439 (208 + 4% per level) damage to all enemies in the path. Distance is increased based on the amount of time channeled, up to 1.625 seconds.Issuing a Move order while this is channeling will cancel it at no cost. Taking damage will interrupt the channeling.This ability will take over your Trait button."
1281,55,20,Counter-Strike,30,"Channel for 1 second and become Protected. After, if an enemy Hero attacked you, send a shockwave that deals 548 (260 + 4% per level) damage.This ability will take over your Trait button."
1282,55,20,Last Laugh,20,"Activate to remove all roots, slows, and damage over time effects and teleport to the chosen location. Activating Last Laugh will immediately reduce Alarak\'s Health to 1."
1283,55,20,Hasty Bargain,20,Activate to permanently reduce your Sadism bonus by 4% and reset the cooldowns of your Basic Abilities.
1284,56,1,Swift Sweep,0,Increases the cast speed of Sacred Sweep by 50%.
1285,56,1,Increasing Clarity,0,"Quest: Every time Sacred Sweep hits a Hero in the center, increase the center damage by 3 up to 60. Reward: After hitting 20 Heroes, the center damage bonus is doubled to 120."
1286,56,1,Righteous Assault,0,"Reduces the cooldown of Sacred Sweep by 2 seconds for each enemy Hero hit, up to a total of 4 seconds."
1287,56,1,Searing Light,0,Ray of Heaven also deals damage to enemies in the area equal to 30% of the energy consumed.
1288,56,4,Majestic Span,0,Increase Sacred Sweep radius
1289,56,4,Heavy Burden,0,The enemy will be slowed by 35% for 3 seconds if Detainment Strike stuns the enemy.
1290,56,4,Repeated Offense,0,"Quest: Every time Detainment Strike stuns a Hero, increase the stun damage by 10 up to 100.Reward: After stunning 10 Heroes, increase the damage by an additional 100."
1291,56,7,Bursting Light,0,Reduces the cooldown of Ray of Heaven by 2 seconds.
1292,56,7,Glimmer of Hope,0,Collecting a Regeneration Globe reduces the cost of your next Ray of Heaven by 35%.
1293,56,7,Energized Cord,0,Increases the energy stored from Auriel\'s Basic Attacks to 100% of the damage against Heroes and 30% of the damage against non-Heroes.Does not affect your Bestow Hope ally.
1294,56,7,Empathic Link,0,Auriel stores 25% of damage taken by allies with Bestow Hope.
1295,56,10,Resurrect,0,"Channel on the spirit of a dead ally for 3 seconds, bringing them back to life with 50% of their maximum health at the location where they died."
1296,56,10,Crystal Aegis,0,"Place an allied Hero into Stasis for 2 seconds. Upon expiration, Crystal Aegis deals 592 (281 + 4% per level) damage to all nearby enemies."
1297,56,13,Blinding Flash,0,Enemies hit by the center area of Sacred Sweep are blinded for 4 seconds.
1298,56,13,Converging Force,0,Enemies hit by the outer area are pushed slightly toward the center.
1299,56,13,Piercing Lash,0,Detainment Strike now pierces and hits all enemies in a line.
1300,56,13,Repelling Strike,0,Enemies hit by Detainment Strike are knocked back 35% farther.
1301,56,16,Reservoir of Hope,0,Quest: Each maximum energy Ray of Heaven Auriel casts increases the maximum amount of energy that can be stored by 75.
1302,56,16,Will of Heaven,0,Allies with Bestow Hope gain 20% Attack Speed.
1303,56,16,Wrath of Heaven,0,Allies with Bestow Hope gain 10% Ability Power.
1304,56,20,Light Speed,0,"Increases the healing of Resurrect to 100% of the ally\'s maximum Health, and they also gain 199.68% increased Movement Speed that decays over 4 seconds."
1305,56,20,Diamond Resolve,0,"When Crystal Aegis expires, it grants a shield that reduces damage taken by 50% for 4 seconds."
1306,56,20,Angelic Flight,45,Activate to fly to a chosen location.
1307,56,20,Shield of Hope,0,Activate to grant all nearby allied Heroes a shield for 3 seconds equal to 50% of the amount of Health they are missing.
1308,57,1,We Move Together,0,Increase the passive movement speed bonus ofÿSpeed Boostÿto 20% (from 15%).
1309,57,1,Maximum Tempo,0,Quest:ÿKill 5 enemy Heroes whileÿSpeed Boostÿis active. Reward:ÿIncrease AmpedÿSpeed Boostÿto 60%.
1310,57,1,Accelerando,0,"Increase the Movement Speed bonus of Wall Ride from 20% to 40% over 4 seconds, and maintain that speed as long as you maintain the Wall Riding movement speed bonus."
1311,57,1,Slip,0,Increase the Movement Speed bonus of Wall Ride to 70% for 1 second when near or passing through an enemy Hero.
1312,57,4,Subwoofer,0,"Increase the knockback of Soundwave by up to 50%, based on how close to you they are."
1313,57,4,Off the Wall,0,"If you hit an enemy Hero while you have the Wall Riding Movement Speed bonus, reduce the cooldown by 3 seconds."
1314,57,4,Chase the Bass,0,"Quest:ÿAfter hitting 20 enemy Heroes with Soundwave, increase the arc by 50% and the range by 20%."
1315,57,7,Party Mix,0,Quest:ÿSupport allies with your aura for a total of 8 minutes (supporting multiple allies rewards more time). Reward:ÿIncrease its radius by 25%.
1316,57,7,Loudspeaker,0,"If your aura is currently affecting 2 or more allies when you cast Amp It Up, increase its radius by 50% for the duration."
1317,57,7,Boombox,20,Place a permanent killable ward on the ground that gives nearby allies your Crossfade and Amp It Up auras (auras do not stack). 20 second cooldown. Max 1.
1318,57,10,Sound Barrier,100,"After a 1 second delay, grant yourself and all nearby allied Heroes an X point shield that decays to 0 over 6 seconds."
1319,57,10,Reverse Amp,100,"If your current Crossfade track isÿSpeed Boost, slow nearby enemy Heroes by 40% for 3 seconds. If your current Crossfade track isÿHealing Boost, damage nearby enemy Heroes for X damage per second for 3 seconds."
1320,57,13,Beat Mixing,0,Gain a permanent x point shield 1.5 seconds after switching tracks. Switching tracks also immediately clears any current shield from this talent.
1321,57,13,"Can\'t Stop, Won\'t Stop",0,You cannot be slowed or rooted while you have the Wall Riding Movement Speed bonus.
1322,57,13,Hard Style,0,"Gain 25 Armor while Wall Ride\'s Movement Speed bonus is active, reducing damage by 25%."
1323,57,13,Back in the Mix,0,"Heal yourself for x after exiting from an enemy Stun, Silence, or Stasis. This effect cannot happen more than once every 10 seconds."
1324,57,16,Heliotropics,0,Soundwave also Blinds enemies for 2.5 seconds.
1325,57,16,Rejuvenescˆncia,0,"While Amp It Up is active, Crossfade\'sÿHealing Boostÿheals for an additional 3% of the target\'s maximum health per second."
1326,57,16,Bring it Together,0,"If your aura is currently affecting 2 or more allies when you cast Amp It Up, Crossfade\'sÿHealing Boostÿis increased by 40% for the duration."
1327,57,16,Up the Frequency,0,"Amp It Up\'s mana cost is reduced to 80 from 100, and dealing Basic Attack damage to enemy Heroes reduces the cooldown of Amp It Up by 0.35 seconds."
1328,57,20,Bossa Nova,0,"Reduce the cooldown of Sound Barrier to 30 seconds, but the shield now decays over 4 seconds (from 6)."
1329,57,20,Nonstop Remix,0,The duration of Reverse Amp is paused while it effects 2 or more enemy Heroes.
1330,57,20,Encore,0,Using Crossfade while Amp It Up is active resets the duration of Amp It Up back to its max duration. This can only occur once per cast.
1331,57,20,Synaesthesia Auditiva,0,"Casting Amp It Up removes all Stun, Slow, and Root effects from nearby allies, and all Slow and Root effects on L£cio."
1332,58,1,Sulfuras Hungers,0,"Quest:ÿEvery time you kill a Minion with Empower Sulfuras, its damage is increased by 1, up to 30. Reward:ÿAfter killing 30 Minions, increase its damage by an additional 90."
1333,58,1,Shifting Meteor,0,"Quest:ÿHit 75 heroes with Living Meteor. Reward:ÿDuration is increased by 30%, and you can recast the Ability to change its direction once per cast."
1334,58,1,Engulfing Flame,0,"Blast Wave\'s cooldown is reduced by 2 seconds, and its radius is increased by 15%."
1335,58,4,Fire Ward,0,"When Living Meteor hits an Enemy Hero, you gain a charge of Spell Block, reducing damage from the next enemy ability against you by 50%. Can hold up to 2 charges."
1336,58,4,Slow Burn,0,Blast Wave slows enemies hit by 40% for 2 seconds.
1337,58,4,Catching Fire,0,"Quest:ÿGathering a Regeneration Globe increases your Health Regeneration by 2 per second, up to 30. Reward:ÿAfter gathering 15 Regeneration Globes, you can activate Catching Fire to gain 25 Armor for 3 seconds, reducing damage taken by 25%."
1338,58,7,Hand of Ragnaros,0,"If Empower Sulfuras hits at least 2 enemy Heroes, it restores 10 Mana and its cooldown is reduced by 2 seconds."
1339,58,7,Molten Power,0,"Each enemy hero hit by Living Meteor increases the damage of your next Living Meteor by 15%, up to a maximum of 75%."
1340,58,7,Superheated,0,"When you cast Blast Wave on yourself, it deals 100% increased damage."
1341,58,10,Sulfuras Smash,60,"Hurl Sulfuras at the target area. It lands after 0.75 seconds, dealing 187 damage (+4% per level). Enemies in the center take an additional 374 damage (+4% per level) and are stunned for 0.5 seconds."
1342,58,10,Lava Wave,100,"Release a wave of lava from your Core that travels down the targeted lane, dealing 603 damage (+4% per level) per second to non-Structure enemies in its path and instantly killing enemy Minions. Damage increased by 33% versus Heroes."
1343,58,13,Cauterized Wounds,0,Empower Sulfuras heals you for an additional 60% of the damage dealt to heroes over 2 seconds.
1344,58,13,Tempered Flame,0,"When Blast Wave damages an enemy Hero, you gain a Shield equal to 100% of the damage dealt for 3 seconds."
1345,58,13,Resilient Flame,0,While Stunned gain 50 Armor for 3 seconds reducing damage taken by 50%.
1346,58,16,Giant Scorcher,0,Empower Sulfuras burns enemy Heroes for 6% of their maximum Health over 3 seconds. This additional damage does not heal you.
1347,58,16,Meteor Bomb,0,"Living Meteor explodes at the end of its path, dealing 229 damage (+4% per level) to all nearby enemies."
1348,58,16,Blast Echo,0,"After Blast Wave explodes, cast another Blast Wave on yourself. Can only occur once per cast."
1349,58,20,Flames of Sulfuron,0,Sulfuras Smash slows enemies by 50% for 2 seconds and enemies in the center are stunned for an additional 0.5 seconds.
1350,58,20,Lava Surge,0,Lava Wave gains an additional charge and its cooldown is reduced by 10 seconds.
1351,58,20,Heroic Difficulty,0,"Your Health and damage are increased by 25% while in Molten Core, and its cooldown is reduced by 50 seconds."
1352,58,20,Submerge,90,Activate to place yourself in stasis and heal for 624 Health (+4% per level) over 3 seconds.
1353,59,1,Way of Illusion,0,"Quest:ÿEvery time one of your Images Critically Strikes a Hero, gain 0.5 Attack Damage, up to 20. Reward:ÿAfter hitting 40 Heroes, gain an additional 20 Attack Damage."
1354,59,1,Way of the Blade,0,Critical Strike now happens every 3rd Basic Attack and deals an additional 25% of your Basic Attack damage.
